ID;ROW_NUMBER;PLANT;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;STORAGE_LOCATION;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;MATERIAL_CODE;MATERIAL_SIZE;MATERIAL_LABEL;INVENTORY_OPENING_BALANCE;UNIT
.1~2214;2214;B5;02;02;02/02;12/01/2021 00:00;3;12;03;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;140;ST
.1~2237;2237;B5;02;03;02/03;13/01/2021 00:00;3;13;03;BB-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~5724;5724;C5;08;07;08/07;18/03/2021 00:00;16;77;03N;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~5747;5747;C5;08;08;08/08;19/03/2021 00:00;16;78;03N;CC-T05;Butter;Trading Goods;T05;;Butter;172;ST
.1~5757;5757;C5;08;08;08/08;19/03/2021 00:00;16;78;03W;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~5637;5637;C5;08;03;08/03;14/03/2021 00:00;15;73;03W;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~5474;5474;C5;07;07;07/07;08/03/2021 00:00;14;67;03;CC-T02;Cream;Trading Goods;T02;;Cream;244;ST
.1~5206;5206;C5;06;05;06/05;24/02/2021 00:00;11;55;03W;CC-T04;Cheese;Trading Goods;T04;;Cheese;180;ST
.1~5047;5047;C5;05;09;05/09;18/02/2021 00:00;10;49;03N;CC-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~5106;5106;C5;06;01;06/01;20/02/2021 00:00;11;51;03S;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;201;ST
.1~5129;5129;C5;06;02;06/02;21/02/2021 00:00;11;52;03S;CC-T05;Butter;Trading Goods;T05;;Butter;81;ST
.1~4869;4869;C5;05;01;05/01;10/02/2021 00:00;9;41;03W;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~4872;4872;C5;05;01;05/01;10/02/2021 00:00;9;41;03W;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;16;ST
.1~4880;4880;C5;05;02;05/02;11/02/2021 00:00;9;42;03N;CC-T02;Cream;Trading Goods;T02;;Cream;130;ST
.1~4989;4989;C5;05;06;05/06;15/02/2021 00:00;10;46;03W;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~4994;4994;C5;05;07;05/07;16/02/2021 00:00;10;47;03;CC-T02;Cream;Trading Goods;T02;;Cream;179;ST
.1~4539;4539;C5;03;08;03/08;28/01/2021 00:00;6;28;03;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;300;ST
.1~4576;4576;C5;03;09;03/09;29/01/2021 00:00;6;29;03S;CC-T04;Cheese;Trading Goods;T04;;Cheese;170;ST
.1~4584;4584;C5;03;09;03/09;29/01/2021 00:00;6;29;03W;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;83;ST
.1~4445;4445;C5;03;04;03/04;24/01/2021 00:00;5;24;03;CC-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~4288;4288;C5;02;07;02/07;17/01/2021 00:00;4;17;03S;CC-T04;Cheese;Trading Goods;T04;;Cheese;183;ST
.1~4296;4296;C5;02;07;02/07;17/01/2021 00:00;4;17;03W;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;200;ST
.1~4319;4319;C5;02;08;02/08;18/01/2021 00:00;4;18;03W;CC-T05;Butter;Trading Goods;T05;;Butter;200;ST
.1~4176;4176;C5;02;02;02/02;12/01/2021 00:00;3;12;03W;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;200;ST
.1~4199;4199;C5;02;03;02/03;13/01/2021 00:00;3;13;03W;CC-T05;Butter;Trading Goods;T05;;Butter;200;ST
.1~7635;7635;D5;08;06;08/06;17/03/2021 00:00;16;76;03;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;346;ST
.1~7703;7703;D5;08;08;08/08;19/03/2021 00:00;16;78;03W;DD-T05;Butter;Trading Goods;T05;;Butter;225;ST
.1~7487;7487;D5;07;09;07/09;10/03/2021 00:00;14;69;03W;DD-T05;Butter;Trading Goods;T05;;Butter;62;ST
.1~7295;7295;D5;07;01;07/01;02/03/2021 00:00;13;61;03W;DD-T05;Butter;Trading Goods;T05;;Butter;94;ST
.1~7129;7129;D5;06;05;06/05;24/02/2021 00:00;11;55;03;DD-T01;Milk;Trading Goods;T01;;Milk;197;ST
.1~7187;7187;D5;06;07;06/07;26/02/2021 00:00;12;57;03N;DD-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~7246;7246;D5;06;09;06/09;28/02/2021 00:00;12;59;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;141;ST
.1~7044;7044;D5;06;01;06/01;20/02/2021 00:00;11;51;03N;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~7067;7067;D5;06;02;06/02;21/02/2021 00:00;11;52;03N;DD-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~7084;7084;D5;06;03;06/03;22/02/2021 00:00;11;53;03;DD-T04;Cheese;Trading Goods;T04;;Cheese;594;ST
.1~7124;7124;D5;06;04;06/04;23/02/2021 00:00;11;54;03W;DD-T02;Cream;Trading Goods;T02;;Cream;50;ST
.1~6914;6914;D5;05;06;05/06;15/02/2021 00:00;10;46;03;DD-T02;Cream;Trading Goods;T02;;Cream;0;ST
.1~6949;6949;D5;05;07;05/07;16/02/2021 00:00;10;47;03S;DD-T01;Milk;Trading Goods;T01;;Milk;235;ST
.1~6673;6673;D5;04;06;04/06;05/02/2021 00:00;8;36;03;DD-T01;Milk;Trading Goods;T01;;Milk;395;ST
.1~6501;6501;D5;03;08;03/08;28/01/2021 00:00;6;28;03W;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;156;ST
.1~6533;6533;D5;03;10;03/10;30/01/2021 00:00;6;30;03;DD-T05;Butter;Trading Goods;T05;;Butter;124;ST
.1~6462;6462;D5;03;07;03/07;27/01/2021 00:00;6;27;03;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;65;ST
.1~6197;6197;D5;02;06;02/06;16/01/2021 00:00;4;16;03;DD-T05;Butter;Trading Goods;T05;;Butter;2;ST
.1~6106;6106;D5;02;02;02/02;12/01/2021 00:00;3;12;03N;DD-T04;Cheese;Trading Goods;T04;;Cheese;150;ST
.1~6133;6133;D5;02;03;02/03;13/01/2021 00:00;3;13;03S;DD-T01;Milk;Trading Goods;T01;;Milk;243;ST
.1~9610;9610;E5;08;07;08/07;18/03/2021 00:00;16;77;03N;EE-T04;Cheese;Trading Goods;T04;;Cheese;159;ST
.1~9646;9646;E5;08;08;08/08;19/03/2021 00:00;16;78;03W;EE-T04;Cheese;Trading Goods;T04;;Cheese;75;ST
.1~9664;9664;E5;08;09;08/09;20/03/2021 00:00;16;79;03S;EE-T04;Cheese;Trading Goods;T04;;Cheese;193;ST
.1~9451;9451;E5;07;10;07/10;11/03/2021 00:00;14;70;03W;EE-T01;Milk;Trading Goods;T01;;Milk;438;ST
.1~9480;9480;E5;08;01;08/01;12/03/2021 00:00;15;71;03W;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;218;ST
.1~9529;9529;E5;08;04;08/04;15/03/2021 00:00;15;74;03;EE-T01;Milk;Trading Goods;T01;;Milk;767;ST
.1~8767;8767;E5;05;02;05/02;11/02/2021 00:00;9;42;03N;EE-T01;Milk;Trading Goods;T01;;Milk;398;ST
.1~8887;8887;E5;05;07;05/07;16/02/2021 00:00;10;47;03N;EE-T01;Milk;Trading Goods;T01;;Milk;494;ST
.1~8606;8606;E5;04;05;04/05;04/02/2021 00:00;7;35;03S;EE-T02;Cream;Trading Goods;T02;;Cream;100;ST
.1~8608;8608;E5;04;05;04/05;04/02/2021 00:00;7;35;03S;EE-T04;Cheese;Trading Goods;T04;;Cheese;119;ST
.1~8559;8559;E5;04;03;04/03;02/02/2021 00:00;7;33;03S;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;146;ST
.1~8577;8577;E5;04;04;04/04;03/02/2021 00:00;7;34;03N;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;216;ST
.1~8306;8306;E5;03;03;03/03;23/01/2021 00:00;5;23;03;EE-T02;Cream;Trading Goods;T02;;Cream;256;ST
.1~8140;8140;E5;02;06;02/06;16/01/2021 00:00;4;16;03;EE-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~8144;8144;E5;02;06;02/06;16/01/2021 00:00;4;16;03N;EE-T02;Cream;Trading Goods;T02;;Cream;100;ST
.1~8024;8024;E5;02;01;02/01;11/01/2021 00:00;3;11;03N;EE-T02;Cream;Trading Goods;T02;;Cream;100;ST
.1~11522;11522;F5;08;06;08/06;17/03/2021 00:00;16;76;03;FF-T02;Cream;Trading Goods;T02;;Cream;134;ST
.1~11530;11530;F5;08;06;08/06;17/03/2021 00:00;16;76;03N;FF-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~11564;11564;F5;08;07;08/07;18/03/2021 00:00;16;77;03W;FF-T02;Cream;Trading Goods;T02;;Cream;29;ST
.1~11575;11575;F5;08;08;08/08;19/03/2021 00:00;16;78;03N;FF-T01;Milk;Trading Goods;T01;;Milk;295;ST
.1~11600;11600;F5;08;09;08/09;20/03/2021 00:00;16;79;03N;FF-T02;Cream;Trading Goods;T02;;Cream;69;ST
.1~11359;11359;F5;07;09;07/09;10/03/2021 00:00;14;69;03N;FF-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~11410;11410;F5;08;01;08/01;12/03/2021 00:00;15;71;03N;FF-T04;Cheese;Trading Goods;T04;;Cheese;32;ST
.1~11444;11444;F5;08;02;08/02;13/03/2021 00:00;15;72;03W;FF-T02;Cream;Trading Goods;T02;;Cream;77;ST
.1~11446;11446;F5;08;02;08/02;13/03/2021 00:00;15;72;03W;FF-T04;Cheese;Trading Goods;T04;;Cheese;24;ST
.1~11247;11247;F5;07;04;07/04;05/03/2021 00:00;13;64;03S;FF-T03;Yoghurt;Trading Goods;T03;;Yoghurt;67;ST
.1~11095;11095;F5;06;08;06/08;27/02/2021 00:00;12;58;03N;FF-T01;Milk;Trading Goods;T01;;Milk;222;ST
.1~10917;10917;F5;05;10;05/10;19/02/2021 00:00;10;50;03W;FF-T03;Yoghurt;Trading Goods;T03;;Yoghurt;379;ST
.1~10770;10770;F5;05;04;05/04;13/02/2021 00:00;9;44;03S;FF-T06;Ice Cream;Trading Goods;T06;;Ice Cream;302;ST
.1~10785;10785;F5;05;05;05/05;14/02/2021 00:00;9;45;03N;FF-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~10801;10801;F5;05;06;05/06;15/02/2021 00:00;10;46;03;FF-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~10538;10538;F5;04;05;04/05;04/02/2021 00:00;7;35;03;FF-T02;Cream;Trading Goods;T02;;Cream;0;ST
.1~10646;10646;F5;04;09;04/09;08/02/2021 00:00;8;39;03S;FF-T02;Cream;Trading Goods;T02;;Cream;113;ST
.1~10228;10228;F5;03;02;03/02;22/01/2021 00:00;5;22;03;FF-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~10348;10348;F5;03;07;03/07;27/01/2021 00:00;6;27;03;FF-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~9951;9951;F5;01;10;01/10;10/01/2021 00:00;2;10;03S;FF-T03;Yoghurt;Trading Goods;T03;;Yoghurt;254;ST
.1~13589;13589;G5;09;01;09/01;22/03/2021 00:00;17;81;03;GG-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~13188;13188;G5;07;04;07/04;05/03/2021 00:00;13;64;03N;GG-T06;Ice Cream;Trading Goods;T06;;Ice Cream;214;ST
.1~13004;13004;G5;06;06;06/06;25/02/2021 00:00;12;56;03W;GG-T02;Cream;Trading Goods;T02;;Cream;101;ST
.1~12884;12884;G5;06;01;06/01;20/02/2021 00:00;11;51;03W;GG-T02;Cream;Trading Goods;T02;;Cream;101;ST
.1~12725;12725;G5;05;05;05/05;14/02/2021 00:00;9;45;03;GG-T05;Butter;Trading Goods;T05;;Butter;134;ST
.1~12763;12763;G5;05;06;05/06;15/02/2021 00:00;10;46;03W;GG-T01;Milk;Trading Goods;T01;;Milk;200;ST
.1~12500;12500;G5;04;05;04/05;04/02/2021 00:00;7;35;03W;GG-T02;Cream;Trading Goods;T02;;Cream;200;ST
.1~12537;12537;G5;04;07;04/07;06/02/2021 00:00;8;37;03N;GG-T03;Yoghurt;Trading Goods;T03;;Yoghurt;250;ST
.1~12573;12573;G5;04;08;04/08;07/02/2021 00:00;8;38;03W;GG-T03;Yoghurt;Trading Goods;T03;;Yoghurt;70;ST
.1~12425;12425;G5;04;02;04/02;01/02/2021 00:00;7;32;03S;GG-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~12453;12453;G5;04;03;04/03;02/02/2021 00:00;7;33;03W;GG-T03;Yoghurt;Trading Goods;T03;;Yoghurt;70;ST
.1~12464;12464;G5;04;04;04/04;03/02/2021 00:00;7;34;03N;GG-T02;Cream;Trading Goods;T02;;Cream;200;ST
.1~12167;12167;G5;03;01;03/01;21/01/2021 00:00;5;21;03W;GG-T05;Butter;Trading Goods;T05;;Butter;151;ST
.1~12148;12148;G5;03;01;03/01;21/01/2021 00:00;5;21;03;GG-T04;Cheese;Trading Goods;T04;;Cheese;525;ST
.1~11849;11849;G5;01;08;01/08;08/01/2021 00:00;2;8;03S;GG-T05;Butter;Trading Goods;T05;;Butter;200;ST
.1~11911;11911;G5;02;01;02/01;11/01/2021 00:00;3;11;03N;GG-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~15401;15401;H5;08;05;08/05;16/03/2021 00:00;15;75;03S;HH-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~15378;15378;H5;08;04;08/04;15/03/2021 00:00;15;74;03S;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;96;ST
.1~14935;14935;H5;06;06;06/06;25/02/2021 00:00;12;56;03N;HH-T01;Milk;Trading Goods;T01;;Milk;400;ST
.1~14971;14971;H5;06;07;06/07;26/02/2021 00:00;12;57;03W;HH-T01;Milk;Trading Goods;T01;;Milk;200;ST
.1~14753;14753;H5;05;08;05/08;17/02/2021 00:00;10;48;03S;HH-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~14771;14771;H5;05;09;05/09;18/02/2021 00:00;10;49;03N;HH-T05;Butter;Trading Goods;T05;;Butter;170;ST
.1~14806;14806;H5;05;10;05/10;19/02/2021 00:00;10;50;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;18;ST
.1~14661;14661;H5;05;04;05/04;13/02/2021 00:00;9;44;03W;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;150;ST
.1~14666;14666;H5;05;05;05/05;14/02/2021 00:00;9;45;03;HH-T02;Cream;Trading Goods;T02;;Cream;277;ST
.1~14542;14542;H5;04;09;04/09;08/02/2021 00:00;8;39;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;156;ST
.1~14344;14344;H5;04;01;04/01;31/01/2021 00:00;7;31;03S;HH-T04;Cheese;Trading Goods;T04;;Cheese;58;ST
.1~14119;14119;H5;03;02;03/02;22/01/2021 00:00;5;22;03N;HH-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~14155;14155;H5;03;03;03/03;23/01/2021 00:00;5;23;03W;HH-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~14239;14239;H5;03;07;03/07;27/01/2021 00:00;6;27;03N;HH-T01;Milk;Trading Goods;T01;;Milk;292;ST
.1~14057;14057;H5;02;09;02/09;19/01/2021 00:00;4;19;03S;HH-T05;Butter;Trading Goods;T05;;Butter;100;ST
.1~63;63;A5;01;03;01/03;03/01/2021 00:00;1;3;03S;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~120;120;A5;01;05;01/05;05/01/2021 00:00;1;5;03W;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;222;ST
.1~2032;2032;B5;01;04;01/04;04/01/2021 00:00;1;4;03S;BB-T04;Cheese;Trading Goods;T04;;Cheese;250;ST
.1~3924;3924;C5;01;02;01/02;02/01/2021 00:00;1;2;03N;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~3957;3957;C5;01;03;01/03;03/01/2021 00:00;1;3;03W;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~4041;4041;C5;01;07;01/07;07/01/2021 00:00;2;7;03N;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;200;ST
.1~9730;9730;F5;01;01;01/01;01/01/2021 00:00;1;1;03N;FF-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~9769;9769;F5;01;03;01/03;03/01/2021 00:00;1;3;03;FF-T01;Milk;Trading Goods;T01;;Milk;700;ST
.1~9877;9877;F5;01;07;01/07;07/01/2021 00:00;2;7;03S;FF-T01;Milk;Trading Goods;T01;;Milk;233;ST
.1~13695;13695;H5;01;04;01/04;04/01/2021 00:00;1;4;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;100;ST
.1~13729;13729;H5;01;06;01/06;06/01/2021 00:00;2;6;03;HH-T01;Milk;Trading Goods;T01;;Milk;366;ST
.1~1810;1810;A5;08;06;08/06;17/03/2021 00:00;16;76;03N;AA-T04;Cheese;Trading Goods;T04;;Cheese;313;ST
.1~1823;1823;A5;08;06;08/06;17/03/2021 00:00;16;76;03W;AA-T05;Butter;Trading Goods;T05;;Butter;204;ST
.1~1688;1688;A5;08;01;08/01;12/03/2021 00:00;15;71;03N;AA-T02;Cream;Trading Goods;T02;;Cream;250;ST
.1~1703;1703;A5;08;01;08/01;12/03/2021 00:00;15;71;03W;AA-T05;Butter;Trading Goods;T05;;Butter;204;ST
.1~1735;1735;A5;08;03;08/03;14/03/2021 00:00;15;73;03N;AA-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~1530;1530;A5;07;04;07/04;05/03/2021 00:00;13;64;03S;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;104;ST
.1~1366;1366;A5;06;07;06/07;26/02/2021 00:00;12;57;03W;AA-T04;Cheese;Trading Goods;T04;;Cheese;28;ST
.1~1192;1192;A5;05;10;05/10;19/02/2021 00:00;10;50;03S;AA-T04;Cheese;Trading Goods;T04;;Cheese;63;ST
.1~1246;1246;A5;06;02;06/02;21/02/2021 00:00;11;52;03W;AA-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~1065;1065;A5;05;05;05/05;14/02/2021 00:00;9;45;03N;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;265;ST
.1~1123;1123;A5;05;07;05/07;16/02/2021 00:00;10;47;03W;AA-T01;Milk;Trading Goods;T01;;Milk;36;ST
.1~949;949;A5;04;10;04/10;09/02/2021 00:00;8;40;03S;AA-T01;Milk;Trading Goods;T01;;Milk;47;ST
.1~967;967;A5;05;01;05/01;10/02/2021 00:00;9;41;03N;AA-T01;Milk;Trading Goods;T01;;Milk;216;ST
.1~785;785;A5;04;03;04/03;02/02/2021 00:00;7;33;03S;AA-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~491;491;A5;03;01;03/01;21/01/2021 00:00;5;21;03N;AA-T05;Butter;Trading Goods;T05;;Butter;155;ST
.1~611;611;A5;03;06;03/06;26/01/2021 00:00;6;26;03N;AA-T05;Butter;Trading Goods;T05;;Butter;155;ST
.1~354;354;A5;02;05;02/05;15/01/2021 00:00;3;15;03S;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;143;ST
.1~391;391;A5;02;07;02/07;17/01/2021 00:00;4;17;03N;AA-T01;Milk;Trading Goods;T01;;Milk;200;ST
.1~3738;3738;B5;08;05;08/05;16/03/2021 00:00;15;75;03S;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;100;ST
.1~3878;3878;B5;09;01;09/01;22/03/2021 00:00;17;81;03S;BB-T02;Cream;Trading Goods;T02;;Cream;8;ST
.1~3570;3570;B5;07;08;07/08;09/03/2021 00:00;14;68;03S;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;45;ST
.1~3618;3618;B5;07;10;07/10;11/03/2021 00:00;14;70;03S;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;100;ST
.1~3485;3485;B5;07;05;07/05;06/03/2021 00:00;13;65;03;BB-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~3501;3501;B5;07;05;07/05;06/03/2021 00:00;13;65;03W;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;407;ST
.1~3143;3143;B5;05;10;05/10;19/02/2021 00:00;10;50;03W;BB-T05;Butter;Trading Goods;T05;;Butter;113;ST
.1~2970;2970;B5;05;03;05/03;12/02/2021 00:00;9;43;03S;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;52;ST
.1~2799;2799;B5;04;06;04/06;05/02/2021 00:00;8;36;03S;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;217;ST
.1~2814;2814;B5;04;07;04/07;06/02/2021 00:00;8;37;03;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~2837;2837;B5;04;08;04/08;07/02/2021 00:00;8;38;03;BB-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~2853;2853;B5;04;08;04/08;07/02/2021 00:00;8;38;03W;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;307;ST
.1~2635;2635;B5;03;09;03/09;29/01/2021 00:00;6;29;03W;BB-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~2641;2641;B5;03;10;03/10;30/01/2021 00:00;6;30;03;BB-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~2667;2667;B5;04;01;04/01;31/01/2021 00:00;7;31;03;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~2694;2694;B5;04;02;04/02;01/02/2021 00:00;7;32;03;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~2717;2717;B5;04;03;04/03;02/02/2021 00:00;7;33;03;BB-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~5550;5550;C5;07;10;07/10;11/03/2021 00:00;14;70;03;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~5670;5670;C5;08;05;08/05;16/03/2021 00:00;15;75;03;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~5370;5370;C5;07;02;07/02;03/03/2021 00:00;13;62;03S;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;250;ST
.1~5028;5028;C5;05;08;05/08;17/02/2021 00:00;10;48;03N;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;39;ST
.1~5084;5084;C5;05;10;05/10;19/02/2021 00:00;10;50;03W;CC-T02;Cream;Trading Goods;T02;;Cream;0;ST
.1~4936;4936;C5;05;04;05/04;13/02/2021 00:00;9;44;03S;CC-T04;Cheese;Trading Goods;T04;;Cheese;98;ST
.1~5022;5022;C5;05;08;05/08;17/02/2021 00:00;10;48;03;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~4813;4813;C5;04;09;04/09;08/02/2021 00:00;8;39;03S;CC-T01;Milk;Trading Goods;T01;;Milk;250;ST
.1~4693;4693;C5;04;04;04/04;03/02/2021 00:00;7;34;03S;CC-T01;Milk;Trading Goods;T01;;Milk;202;ST
.1~4070;4070;C5;01;08;01/08;08/01/2021 00:00;2;8;03S;CC-T02;Cream;Trading Goods;T02;;Cream;200;ST
.1~7632;7632;D5;08;05;08/05;16/03/2021 00:00;15;75;03W;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;132;ST
.1~7479;7479;D5;07;09;07/09;10/03/2021 00:00;14;69;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;239;ST
.1~7504;7504;D5;07;10;07/10;11/03/2021 00:00;14;70;03S;DD-T04;Cheese;Trading Goods;T04;;Cheese;187;ST
.1~7596;7596;D5;08;04;08/04;15/03/2021 00:00;15;74;03N;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;252;ST
.1~7601;7601;D5;08;04;08/04;15/03/2021 00:00;15;74;03S;DD-T05;Butter;Trading Goods;T05;;Butter;62;ST
.1~7390;7390;D5;07;05;07/05;06/03/2021 00:00;13;65;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;54;ST
.1~7133;7133;D5;06;05;06/05;24/02/2021 00:00;11;55;03;DD-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~7171;7171;D5;06;06;06/06;25/02/2021 00:00;12;56;03W;DD-T01;Milk;Trading Goods;T01;;Milk;286;ST
.1~7230;7230;D5;06;09;06/09;28/02/2021 00:00;12;59;03;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~6828;6828;D5;05;02;05/02;11/02/2021 00:00;9;42;03N;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;204;ST
.1~6833;6833;D5;05;02;05/02;11/02/2021 00:00;9;42;03S;DD-T05;Butter;Trading Goods;T05;;Butter;134;ST
.1~6874;6874;D5;05;04;05/04;13/02/2021 00:00;9;44;03N;DD-T04;Cheese;Trading Goods;T04;;Cheese;161;ST
.1~6887;6887;D5;05;04;05/04;13/02/2021 00:00;9;44;03W;DD-T05;Butter;Trading Goods;T05;;Butter;248;ST
.1~6930;6930;D5;05;06;05/06;15/02/2021 00:00;10;46;03S;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;130;ST
.1~6172;6172;D5;02;05;02/05;15/01/2021 00:00;3;15;03;DD-T04;Cheese;Trading Goods;T04;;Cheese;370;ST
.1~6278;6278;D5;02;09;02/09;19/01/2021 00:00;4;19;03S;DD-T02;Cream;Trading Goods;T02;;Cream;200;ST
.1~6052;6052;D5;01;10;01/10;10/01/2021 00:00;2;10;03;DD-T04;Cheese;Trading Goods;T04;;Cheese;82;ST
.1~6132;6132;D5;02;03;02/03;13/01/2021 00:00;3;13;03N;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~9697;9697;E5;09;01;09/01;22/03/2021 00:00;17;81;03;EE-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~9516;9516;E5;08;03;08/03;14/03/2021 00:00;15;73;03N;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;129;ST
.1~9268;9268;E5;07;03;07/03;04/03/2021 00:00;13;63;03;EE-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~9308;9308;E5;07;04;07/04;05/03/2021 00:00;13;64;03W;EE-T02;Cream;Trading Goods;T02;;Cream;0;ST
.1~9388;9388;E5;07;08;07/08;09/03/2021 00:00;14;68;03;EE-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~9392;9392;E5;07;08;07/08;09/03/2021 00:00;14;68;03N;EE-T02;Cream;Trading Goods;T02;;Cream;0;ST
.1~9082;9082;E5;06;05;06/05;24/02/2021 00:00;11;55;03N;EE-T04;Cheese;Trading Goods;T04;;Cheese;237;ST
.1~9199;9199;E5;06;10;06/10;01/03/2021 00:00;12;60;03N;EE-T01;Milk;Trading Goods;T01;;Milk;554;ST
.1~9233;9233;E5;07;01;07/01;02/03/2021 00:00;13;61;03S;EE-T05;Butter;Trading Goods;T05;;Butter;88;ST
.1~9015;9015;E5;06;02;06/02;21/02/2021 00:00;11;52;03S;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;478;ST
.1~9062;9062;E5;06;04;06/04;23/02/2021 00:00;11;54;03S;EE-T02;Cream;Trading Goods;T02;;Cream;0;ST
