ID;ROW_NUMBER;COMPANY_CODE;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;GL_ACCOUNT_NUMBER;GL_ACCOUNT_NAME;FS_LEVEL_1;FS_LEVEL_2;FS_LEVEL_3;FS_LEVEL_4;DEBIT_CREDIT_INDICATOR;AMOUNT_ABS;AMOUNT;AMOUNT_INV;AMOUNT_BS;AMOUNT_IS;CURRENCY
.1~5852;5852;H5;08;02;08/02;13/03/2021 00:00;15;72;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;10279,8;-10279,8;10279,8;0.00;10279.80;EUR
.1~5854;5854;H5;08;03;08/03;14/03/2021 00:00;15;73;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;16954;16954;-16954;16954.00;0.00;EUR
.1~5855;5855;H5;08;03;08/03;14/03/2021 00:00;15;73;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;16954;-16954;16954;-16954.00;0.00;EUR
.1~5863;5863;H5;08;03;08/03;14/03/2021 00:00;15;73;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;396,8;396,8;-396,8;0.00;-396.80;EUR
.1~5864;5864;H5;08;03;08/03;14/03/2021 00:00;15;73;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;13343,15;-13343,15;13343,15;-13343.15;0.00;EUR
.1~5865;5865;H5;08;03;08/03;14/03/2021 00:00;15;73;792000;Finished goods;Balance Sheet;Assets;Current assets;;Debit;66149,7;66149,7;-66149,7;66149.70;0.00;EUR
.1~5869;5869;H5;08;04;08/04;15/03/2021 00:00;15;74;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;21750;-21750;21750;-21750.00;0.00;EUR
.1~5870;5870;H5;08;04;08/04;15/03/2021 00:00;15;74;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;15169,7;15169,7;-15169,7;15169.70;0.00;EUR
.1~5872;5872;H5;08;04;08/04;15/03/2021 00:00;15;74;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~5880;5880;H5;08;05;08/05;16/03/2021 00:00;15;75;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;14336,55;14336,55;-14336,55;0.00;-14336.55;EUR
.1~5882;5882;H5;08;05;08/05;16/03/2021 00:00;15;75;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~5883;5883;H5;08;05;08/05;16/03/2021 00:00;15;75;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;14336,55;-14336,55;14336,55;-14336.55;0.00;EUR
.1~5884;5884;H5;08;05;08/05;16/03/2021 00:00;15;75;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;16806,3;-16806,3;16806,3;0.00;16806.30;EUR
.1~5889;5889;H5;08;06;08/06;17/03/2021 00:00;16;76;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;13194,67;13194,67;-13194,67;0.00;-13194.67;EUR
.1~5892;5892;H5;08;06;08/06;17/03/2021 00:00;16;76;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;13194,67;-13194,67;13194,67;-13194.67;0.00;EUR
.1~5893;5893;H5;08;06;08/06;17/03/2021 00:00;16;76;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;15983,8;-15983,8;15983,8;0.00;15983.80;EUR
.1~5894;5894;H5;08;07;08/07;18/03/2021 00:00;16;77;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~5895;5895;H5;08;07;08/07;18/03/2021 00:00;16;77;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;14380,2;14380,2;-14380,2;14380.20;0.00;EUR
.1~5899;5899;H5;08;07;08/07;18/03/2021 00:00;16;77;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~5900;5900;H5;08;07;08/07;18/03/2021 00:00;16;77;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;11875,41;-11875,41;11875,41;-11875.41;0.00;EUR
.1~5901;5901;H5;08;07;08/07;18/03/2021 00:00;16;77;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;15153,8;-15153,8;15153,8;0.00;15153.80;EUR
.1~5902;5902;H5;08;08;08/08;19/03/2021 00:00;16;78;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;66385,7;-66385,7;66385,7;-66385.70;0.00;EUR
.1~5903;5903;H5;08;08;08/08;19/03/2021 00:00;16;78;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;15169,7;15169,7;-15169,7;15169.70;0.00;EUR
.1~5906;5906;H5;08;08;08/08;19/03/2021 00:00;16;78;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;66149,7;66149,7;-66149,7;66149.70;0.00;EUR
.1~5908;5908;H5;08;08;08/08;19/03/2021 00:00;16;78;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;200;200;-200;0.00;-200.00;EUR
.1~5912;5912;H5;08;09;08/09;20/03/2021 00:00;16;79;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;342;-342;342;-342.00;0.00;EUR
.1~5913;5913;H5;08;09;08/09;20/03/2021 00:00;16;79;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;16806,3;16806,3;-16806,3;16806.30;0.00;EUR
.1~5925;5925;H5;08;10;08/10;21/03/2021 00:00;16;80;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;12231,94;12231,94;-12231,94;0.00;-12231.94;EUR
.1~5927;5927;H5;08;10;08/10;21/03/2021 00:00;16;80;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~5928;5928;H5;08;10;08/10;21/03/2021 00:00;16;80;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;12231,94;-12231,94;12231,94;-12231.94;0.00;EUR
.1~5929;5929;H5;08;10;08/10;21/03/2021 00:00;16;80;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;13774;-13774;13774;0.00;13774.00;EUR
.1~1;1;A5;01;01;01/01;01/01/2021 00:00;1;1;11000;Machinery and equipment;Balance Sheet;Assets;Long-term assets;;Debit;250000;250000;-250000;250000.00;0.00;EUR
.1~2;2;A5;01;01;01/01;01/01/2021 00:00;1;1;70000;Common stock;Balance Sheet;Liabilities and Owners' Equity;Equity;Shareholders Equity;Credit;500000;-500000;500000;-500000.00;0.00;EUR
.1~3;3;A5;01;01;01/01;01/01/2021 00:00;1;1;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;250000;-250000;250000;-250000.00;0.00;EUR
.1~5;5;A5;01;02;01/02;02/01/2021 00:00;1;2;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;879,2;-879,2;879,2;-879.20;0.00;EUR
.1~11;11;A5;01;02;01/02;02/01/2021 00:00;1;2;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;879,2;879,2;-879,2;0.00;-879.20;EUR
.1~12;12;A5;01;02;01/02;02/01/2021 00:00;1;2;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;0,01;-0,01;0,01;-0.01;0.00;EUR
.1~13;13;A5;01;02;01/02;02/01/2021 00:00;1;2;792000;Finished goods;Balance Sheet;Assets;Current assets;;Debit;205182,29;205182,29;-205182,29;205182.29;0.00;EUR
.1~14;14;A5;01;03;01/03;03/01/2021 00:00;1;3;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;330;-330;330;-330.00;0.00;EUR
.1~15;15;A5;01;03;01/03;03/01/2021 00:00;1;3;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~19;19;A5;01;04;01/04;04/01/2021 00:00;1;4;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;26735,32;26735,32;-26735,32;0.00;-26735.32;EUR
.1~22;22;A5;01;04;01/04;04/01/2021 00:00;1;4;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;30102;-30102;30102;0.00;30102.00;EUR
.1~23;23;A5;01;05;01/05;05/01/2021 00:00;1;5;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;82;-82;82;-82.00;0.00;EUR
.1~24;24;A5;01;05;01/05;05/01/2021 00:00;1;5;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;23663;23663;-23663;23663.00;0.00;EUR
.1~33;33;A5;01;06;01/06;06/01/2021 00:00;2;6;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~34;34;A5;01;06;01/06;06/01/2021 00:00;2;6;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;15999,34;-15999,34;15999,34;-15999.34;0.00;EUR
.1~35;35;A5;01;06;01/06;06/01/2021 00:00;2;6;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;17766;-17766;17766;0.00;17766.00;EUR
.1~40;40;A5;01;07;01/07;07/01/2021 00:00;2;7;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~41;41;A5;01;07;01/07;07/01/2021 00:00;2;7;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;12159,19;-12159,19;12159,19;-12159.19;0.00;EUR
.1~42;42;A5;01;07;01/07;07/01/2021 00:00;2;7;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;14280;-14280;14280;0.00;14280.00;EUR
.1~43;43;A5;01;08;01/08;08/01/2021 00:00;2;8;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~44;44;A5;01;08;01/08;08/01/2021 00:00;2;8;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;30102;30102;-30102;30102.00;0.00;EUR
.1~48;48;A5;01;08;01/08;08/01/2021 00:00;2;8;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~49;49;A5;01;08;01/08;08/01/2021 00:00;2;8;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;24101,55;-24101,55;24101,55;-24101.55;0.00;EUR
.1~50;50;A5;01;08;01/08;08/01/2021 00:00;2;8;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;27879;-27879;27879;0.00;27879.00;EUR
.1~52;52;A5;01;09;01/09;09/01/2021 00:00;2;9;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;23663;23663;-23663;23663.00;0.00;EUR
.1~53;53;A5;01;09;01/09;09/01/2021 00:00;2;9;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;23663;-23663;23663;-23663.00;0.00;EUR
.1~56;56;A5;01;09;01/09;09/01/2021 00:00;2;9;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~57;57;A5;01;09;01/09;09/01/2021 00:00;2;9;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;12739,3;-12739,3;12739,3;-12739.30;0.00;EUR
.1~60;60;A5;01;10;01/10;10/01/2021 00:00;2;10;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;17766;17766;-17766;17766.00;0.00;EUR
.1~61;61;A5;01;10;01/10;10/01/2021 00:00;2;10;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;17766;-17766;17766;-17766.00;0.00;EUR
.1~68;68;A5;02;01;02/01;11/01/2021 00:00;3;11;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;6;-6;6;-6.00;0.00;EUR
.1~69;69;A5;02;01;02/01;11/01/2021 00:00;3;11;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;14280;14280;-14280;14280.00;0.00;EUR
.1~73;73;A5;02;01;02/01;11/01/2021 00:00;3;11;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;6;6;-6;0.00;-6.00;EUR
.1~74;74;A5;02;01;02/01;11/01/2021 00:00;3;11;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;6482,08;-6482,08;6482,08;-6482.08;0.00;EUR
.1~75;75;A5;02;01;02/01;11/01/2021 00:00;3;11;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;7104;-7104;7104;0.00;7104.00;EUR
.1~77;77;A5;02;02;02/02;12/01/2021 00:00;3;12;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;27879;27879;-27879;27879.00;0.00;EUR
.1~78;78;A5;02;02;02/02;12/01/2021 00:00;3;12;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;27879;-27879;27879;-27879.00;0.00;EUR
.1~81;81;A5;02;02;02/02;12/01/2021 00:00;3;12;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;6;6;-6;0.00;-6.00;EUR
.1~82;82;A5;02;02;02/02;12/01/2021 00:00;3;12;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;2812,37;-2812,37;2812,37;-2812.37;0.00;EUR
.1~86;86;A5;02;03;02/03;13/01/2021 00:00;3;13;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;14839;-14839;14839;-14839.00;0.00;EUR
.1~94;94;A5;02;04;02/04;14/01/2021 00:00;3;14;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;12856;-12856;12856;-12856.00;0.00;EUR
.1~95;95;A5;02;04;02/04;14/01/2021 00:00;3;14;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;9082;9082;-9082;9082.00;0.00;EUR
.1~99;99;A5;02;04;02/04;14/01/2021 00:00;3;14;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;1000;-1000;1000;-1000.00;0.00;EUR
.1~104;104;A5;02;04;02/04;14/01/2021 00:00;3;14;792000;Finished goods;Balance Sheet;Assets;Current assets;;Debit;134781,64;134781,64;-134781,64;134781.64;0.00;EUR
.1~110;110;A5;02;05;02/05;15/01/2021 00:00;3;15;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;10509;10509;-10509;0.00;-10509.00;EUR
.1~112;112;A5;02;05;02/05;15/01/2021 00:00;3;15;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~114;114;A5;02;05;02/05;15/01/2021 00:00;3;15;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~117;117;A5;02;06;02/06;16/01/2021 00:00;4;16;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;336;-336;336;-336.00;0.00;EUR
.1~118;118;A5;02;06;02/06;16/01/2021 00:00;4;16;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;3451;3451;-3451;3451.00;0.00;EUR
.1~123;123;A5;02;06;02/06;16/01/2021 00:00;4;16;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;36;36;-36;0.00;-36.00;EUR
.1~124;124;A5;02;06;02/06;16/01/2021 00:00;4;16;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;4924,67;-4924,67;4924,67;-4924.67;0.00;EUR
.1~125;125;A5;02;06;02/06;16/01/2021 00:00;4;16;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;5847;-5847;5847;0.00;5847.00;EUR
.1~127;127;A5;02;07;02/07;17/01/2021 00:00;4;17;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;4758;4758;-4758;4758.00;0.00;EUR
.1~128;128;A5;02;07;02/07;17/01/2021 00:00;4;17;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;4758;-4758;4758;-4758.00;0.00;EUR
.1~131;131;A5;02;07;02/07;17/01/2021 00:00;4;17;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~136;136;A5;02;08;02/08;18/01/2021 00:00;4;18;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;9082;-9082;9082;-9082.00;0.00;EUR
.1~137;137;A5;02;08;02/08;18/01/2021 00:00;4;18;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;13786;13786;-13786;13786.00;0.00;EUR
.1~144;144;A5;02;09;02/09;19/01/2021 00:00;4;19;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;11577;-11577;11577;-11577.00;0.00;EUR
.1~145;145;A5;02;09;02/09;19/01/2021 00:00;4;19;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;20787;20787;-20787;20787.00;0.00;EUR
.1~147;147;A5;02;09;02/09;19/01/2021 00:00;4;19;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;18332,61;18332,61;-18332,61;0.00;-18332.61;EUR
.1~154;154;A5;02;10;02/10;20/01/2021 00:00;4;20;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;13357;13357;-13357;13357.00;0.00;EUR
.1~155;155;A5;02;10;02/10;20/01/2021 00:00;4;20;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;11953,52;11953,52;-11953,52;0.00;-11953.52;EUR
.1~163;163;A5;03;01;03/01;21/01/2021 00:00;5;21;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;19791;19791;-19791;19791.00;0.00;EUR
.1~171;171;A5;03;02;03/02;22/01/2021 00:00;5;22;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;5643;5643;-5643;5643.00;0.00;EUR
.1~172;172;A5;03;02;03/02;22/01/2021 00:00;5;22;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;4833,25;4833,25;-4833,25;0.00;-4833.25;EUR
.1~180;180;A5;03;03;03/03;23/01/2021 00:00;5;23;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;70603,97;-70603,97;70603,97;-70603.97;0.00;EUR
.1~181;181;A5;03;03;03/03;23/01/2021 00:00;5;23;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;69603,97;-69603,97;69603,97;-69603.97;0.00;EUR
.1~184;184;A5;03;03;03/03;23/01/2021 00:00;5;23;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;1000;1000;-1000;1000.00;0.00;EUR
.1~185;185;A5;03;03;03/03;23/01/2021 00:00;5;23;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;5071,32;5071,32;-5071,32;0.00;-5071.32;EUR
.1~189;189;A5;03;03;03/03;23/01/2021 00:00;5;23;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;5555;-5555;5555;0.00;5555.00;EUR
.1~190;190;A5;03;04;03/04;24/01/2021 00:00;5;24;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;6;-6;6;-6.00;0.00;EUR
.1~191;191;A5;03;04;03/04;24/01/2021 00:00;5;24;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;13357;13357;-13357;13357.00;0.00;EUR
.1~195;195;A5;03;04;03/04;24/01/2021 00:00;5;24;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;6;6;-6;0.00;-6.00;EUR
.1~196;196;A5;03;04;03/04;24/01/2021 00:00;5;24;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;5713,87;-5713,87;5713,87;-5713.87;0.00;EUR
.1~197;197;A5;03;04;03/04;24/01/2021 00:00;5;24;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;6141;-6141;6141;0.00;6141.00;EUR
.1~198;198;A5;03;05;03/05;25/01/2021 00:00;5;25;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;406;-406;406;-406.00;0.00;EUR
.1~199;199;A5;03;05;03/05;25/01/2021 00:00;5;25;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;19791;19791;-19791;19791.00;0.00;EUR
.1~209;209;A5;03;06;03/06;26/01/2021 00:00;6;26;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;5643;5643;-5643;5643.00;0.00;EUR
.1~210;210;A5;03;06;03/06;26/01/2021 00:00;6;26;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;5643;-5643;5643;-5643.00;0.00;EUR
.1~213;213;A5;03;06;03/06;26/01/2021 00:00;6;26;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~214;214;A5;03;06;03/06;26/01/2021 00:00;6;26;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;24596,61;-24596,61;24596,61;-24596.61;0.00;EUR
.1~218;218;A5;03;07;03/07;27/01/2021 00:00;6;27;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;5555;-5555;5555;-5555.00;0.00;EUR
.1~226;226;A5;03;08;03/08;28/01/2021 00:00;6;28;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;6141;-6141;6141;-6141.00;0.00;EUR
.1~227;227;A5;03;08;03/08;28/01/2021 00:00;6;28;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;19565;19565;-19565;19565.00;0.00;EUR
.1~237;237;A5;03;09;03/09;29/01/2021 00:00;6;29;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;13049,86;13049,86;-13049,86;0.00;-13049.86;EUR
.1~245;245;A5;03;10;03/10;30/01/2021 00:00;6;30;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;11930,31;11930,31;-11930,31;0.00;-11930.31;EUR
.1~253;253;A5;04;01;04/01;31/01/2021 00:00;7;31;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;11076;11076;-11076;11076.00;0.00;EUR
.1~258;258;A5;04;02;04/02;01/02/2021 00:00;7;32;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;6;-6;6;-6.00;0.00;EUR
.1~262;262;A5;04;02;04/02;01/02/2021 00:00;7;32;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;3623,74;3623,74;-3623,74;0.00;-3623.74;EUR
.1~266;266;A5;04;03;04/03;02/02/2021 00:00;7;33;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;624,2;-624,2;624,2;-624.20;0.00;EUR
.1~271;271;A5;04;03;04/03;02/02/2021 00:00;7;33;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;123705,61;-123705,61;123705,61;-123705.61;0.00;EUR
.1~272;272;A5;04;03;04/03;02/02/2021 00:00;7;33;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;123705,61;123705,61;-123705,61;123705.61;0.00;EUR
.1~275;275;A5;04;03;04/03;02/02/2021 00:00;7;33;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;8351,65;8351,65;-8351,65;0.00;-8351.65;EUR
.1~277;277;A5;04;03;04/03;02/02/2021 00:00;7;33;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;8351,66;-8351,66;8351,66;-8351.66;0.00;EUR
.1~279;279;A5;04;03;04/03;02/02/2021 00:00;7;33;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;9112;-9112;9112;0.00;9112.00;EUR
.1~281;281;A5;04;04;04/04;03/02/2021 00:00;7;34;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;13458;13458;-13458;13458.00;0.00;EUR
.1~282;282;A5;04;04;04/04;03/02/2021 00:00;7;34;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;13458;-13458;13458;-13458.00;0.00;EUR
.1~291;291;A5;04;05;04/05;04/02/2021 00:00;7;35;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;11076;-11076;11076;-11076.00;0.00;EUR
.1~292;292;A5;04;05;04/05;04/02/2021 00:00;7;35;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;19347;19347;-19347;19347.00;0.00;EUR
.1~300;300;A5;04;06;04/06;05/02/2021 00:00;8;36;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;4075;-4075;4075;-4075.00;0.00;EUR
