ID;ROW_NUMBER;COMPANY_CODE;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;GL_ACCOUNT_NUMBER;GL_ACCOUNT_NAME;FS_LEVEL_1;FS_LEVEL_2;FS_LEVEL_3;FS_LEVEL_4;DEBIT_CREDIT_INDICATOR;AMOUNT_ABS;AMOUNT;AMOUNT_INV;AMOUNT_BS;AMOUNT_IS;CURRENCY
.1~5459;5459;H5;03;10;03/10;30/01/2021 00:00;6;30;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;7564,82;-7564,82;7564,82;-7564.82;0.00;EUR
.1~5461;5461;H5;04;01;04/01;31/01/2021 00:00;7;31;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;333;-333;333;-333.00;0.00;EUR
.1~5462;5462;H5;04;01;04/01;31/01/2021 00:00;7;31;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;16335,2;16335,2;-16335,2;16335.20;0.00;EUR
.1~5467;5467;H5;04;01;04/01;31/01/2021 00:00;7;31;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;33;33;-33;0.00;-33.00;EUR
.1~5468;5468;H5;04;01;04/01;31/01/2021 00:00;7;31;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;1443,55;-1443,55;1443,55;-1443.55;0.00;EUR
.1~5469;5469;H5;04;01;04/01;31/01/2021 00:00;7;31;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;2418;-2418;2418;0.00;2418.00;EUR
.1~5472;5472;H5;04;02;04/02;01/02/2021 00:00;7;32;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;9074,36;-9074,36;9074,36;-9074.36;0.00;EUR
.1~5473;5473;H5;04;02;04/02;01/02/2021 00:00;7;32;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;6837,6;6837,6;-6837,6;6837.60;0.00;EUR
.1~5480;5480;H5;04;03;04/03;02/02/2021 00:00;7;33;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;7889,9;-7889,9;7889,9;-7889.90;0.00;EUR
.1~5481;5481;H5;04;03;04/03;02/02/2021 00:00;7;33;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;5842,2;5842,2;-5842,2;5842.20;0.00;EUR
.1~5482;5482;H5;04;03;04/03;02/02/2021 00:00;7;33;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;101428,89;-101428,89;101428,89;-101428.89;0.00;EUR
.1~5485;5485;H5;04;03;04/03;02/02/2021 00:00;7;33;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;1000;-1000;1000;-1000.00;0.00;EUR
.1~5486;5486;H5;04;03;04/03;02/02/2021 00:00;7;33;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;1000;1000;-1000;1000.00;0.00;EUR
.1~5496;5496;H5;04;04;04/04;03/02/2021 00:00;7;34;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;3727,91;3727,91;-3727,91;0.00;-3727.91;EUR
.1~5498;5498;H5;04;04;04/04;03/02/2021 00:00;7;34;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;36;36;-36;0.00;-36.00;EUR
.1~5499;5499;H5;04;04;04/04;03/02/2021 00:00;7;34;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;3727,91;-3727,91;3727,91;-3727.91;0.00;EUR
.1~5500;5500;H5;04;04;04/04;03/02/2021 00:00;7;34;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;4361;-4361;4361;0.00;4361.00;EUR
.1~5501;5501;H5;04;05;04/05;04/02/2021 00:00;7;35;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;1186;-1186;1186;-1186.00;0.00;EUR
.1~5502;5502;H5;04;05;04/05;04/02/2021 00:00;7;35;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;2418;2418;-2418;2418.00;0.00;EUR
.1~5508;5508;H5;04;05;04/05;04/02/2021 00:00;7;35;540000;Warehousing Carbon Emissions;Income Statement;Operating Expenses;;;Debit;210;210;-210;0.00;-210.00;EUR
.1~5514;5514;H5;04;06;04/06;05/02/2021 00:00;8;36;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;6837,6;-6837,6;6837,6;-6837.60;0.00;EUR
.1~5515;5515;H5;04;06;04/06;05/02/2021 00:00;8;36;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;8374,6;8374,6;-8374,6;8374.60;0.00;EUR
.1~5522;5522;H5;04;07;04/07;06/02/2021 00:00;8;37;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;5842,2;-5842,2;5842,2;-5842.20;0.00;EUR
.1~5523;5523;H5;04;07;04/07;06/02/2021 00:00;8;37;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;3518;3518;-3518;3518.00;0.00;EUR
.1~5525;5525;H5;04;07;04/07;06/02/2021 00:00;8;37;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;200;200;-200;0.00;-200.00;EUR
.1~5534;5534;H5;04;08;04/08;07/02/2021 00:00;8;38;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;1647,35;1647,35;-1647,35;0.00;-1647.35;EUR
.1~5535;5535;H5;04;08;04/08;07/02/2021 00:00;8;38;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;3;3;-3;0.00;-3.00;EUR
.1~5536;5536;H5;04;08;04/08;07/02/2021 00:00;8;38;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;1647,35;-1647,35;1647,35;-1647.35;0.00;EUR
.1~5537;5537;H5;04;08;04/08;07/02/2021 00:00;8;38;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;2324,7;-2324,7;2324,7;0.00;2324.70;EUR
.1~5538;5538;H5;04;09;04/09;08/02/2021 00:00;8;39;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;3;-3;3;-3.00;0.00;EUR
.1~5539;5539;H5;04;09;04/09;08/02/2021 00:00;8;39;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;3776,8;3776,8;-3776,8;3776.80;0.00;EUR
.1~5543;5543;H5;04;09;04/09;08/02/2021 00:00;8;39;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;3;3;-3;0.00;-3.00;EUR
.1~5544;5544;H5;04;09;04/09;08/02/2021 00:00;8;39;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;1228,97;-1228,97;1228,97;-1228.97;0.00;EUR
.1~5545;5545;H5;04;09;04/09;08/02/2021 00:00;8;39;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;1720,2;-1720,2;1720,2;0.00;1720.20;EUR
.1~5549;5549;H5;04;10;04/10;09/02/2021 00:00;8;40;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;9721,3;9721,3;-9721,3;9721.30;0.00;EUR
.1~5551;5551;H5;04;10;04/10;09/02/2021 00:00;8;40;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;100;100;-100;0.00;-100.00;EUR
.1~5553;5553;H5;04;10;04/10;09/02/2021 00:00;8;40;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~5561;5561;H5;05;01;05/01;10/02/2021 00:00;9;41;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;10324,6;10324,6;-10324,6;10324.60;0.00;EUR
.1~5569;5569;H5;05;02;05/02;11/02/2021 00:00;9;42;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;8325,1;8325,1;-8325,1;8325.10;0.00;EUR
.1~5570;5570;H5;05;02;05/02;11/02/2021 00:00;9;42;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;6634,65;6634,65;-6634,65;0.00;-6634.65;EUR
.1~5578;5578;H5;05;03;05/03;12/02/2021 00:00;9;43;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;12404,93;12404,93;-12404,93;0.00;-12404.93;EUR
.1~5581;5581;H5;05;03;05/03;12/02/2021 00:00;9;43;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;12404,93;-12404,93;12404,93;-12404.93;0.00;EUR
.1~5582;5582;H5;05;03;05/03;12/02/2021 00:00;9;43;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;14304,4;-14304,4;14304,4;0.00;14304.40;EUR
.1~5583;5583;H5;05;04;05/04;13/02/2021 00:00;9;44;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~5584;5584;H5;05;04;05/04;13/02/2021 00:00;9;44;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;9721,3;9721,3;-9721,3;9721.30;0.00;EUR
.1~5588;5588;H5;05;04;05/04;13/02/2021 00:00;9;44;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~5589;5589;H5;05;04;05/04;13/02/2021 00:00;9;44;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;10761,81;-10761,81;10761,81;-10761.81;0.00;EUR
.1~5590;5590;H5;05;04;05/04;13/02/2021 00:00;9;44;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;13533,3;-13533,3;13533,3;0.00;13533.30;EUR
.1~5591;5591;H5;05;05;05/05;14/02/2021 00:00;9;45;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;1192;-1192;1192;-1192.00;0.00;EUR
.1~5592;5592;H5;05;05;05/05;14/02/2021 00:00;9;45;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;10324,6;10324,6;-10324,6;10324.60;0.00;EUR
.1~5596;5596;H5;05;05;05/05;14/02/2021 00:00;9;45;478100;Warehousing Costs;Income Statement;Operating Expenses;;;Debit;900;900;-900;0.00;-900.00;EUR
.1~5598;5598;H5;05;05;05/05;14/02/2021 00:00;9;45;540000;Warehousing Carbon Emissions;Income Statement;Operating Expenses;;;Debit;210;210;-210;0.00;-210.00;EUR
.1~5604;5604;H5;05;06;05/06;15/02/2021 00:00;10;46;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;8325,1;-8325,1;8325,1;-8325.10;0.00;EUR
.1~5605;5605;H5;05;06;05/06;15/02/2021 00:00;10;46;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;9435,9;9435,9;-9435,9;9435.90;0.00;EUR
.1~5607;5607;H5;05;06;05/06;15/02/2021 00:00;10;46;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~5615;5615;H5;05;07;05/07;16/02/2021 00:00;10;47;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;17110,91;17110,91;-17110,91;0.00;-17110.91;EUR
.1~5623;5623;H5;05;08;05/08;17/02/2021 00:00;10;48;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;9020,08;9020,08;-9020,08;0.00;-9020.08;EUR
.1~5627;5627;H5;05;09;05/09;18/02/2021 00:00;10;49;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;336;-336;336;-336.00;0.00;EUR
.1~5631;5631;H5;05;09;05/09;18/02/2021 00:00;10;49;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;6532,89;6532,89;-6532,89;0.00;-6532.89;EUR
.1~5633;5633;H5;05;09;05/09;18/02/2021 00:00;10;49;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;36;36;-36;0.00;-36.00;EUR
.1~5634;5634;H5;05;09;05/09;18/02/2021 00:00;10;49;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;6532,89;-6532,89;6532,89;-6532.89;0.00;EUR
.1~5635;5635;H5;05;09;05/09;18/02/2021 00:00;10;49;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;7983,3;-7983,3;7983,3;0.00;7983.30;EUR
.1~5639;5639;H5;05;10;05/10;19/02/2021 00:00;10;50;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;17854;17854;-17854;17854.00;0.00;EUR
.1~5645;5645;H5;06;01;06/01;20/02/2021 00:00;11;51;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;9;-9;9;-9.00;0.00;EUR
.1~5646;5646;H5;06;01;06/01;20/02/2021 00:00;11;51;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;20618,3;20618,3;-20618,3;20618.30;0.00;EUR
.1~5650;5650;H5;06;01;06/01;20/02/2021 00:00;11;51;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;9;9;-9;0.00;-9.00;EUR
.1~5651;5651;H5;06;01;06/01;20/02/2021 00:00;11;51;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;9748,77;-9748,77;9748,77;-9748.77;0.00;EUR
.1~5652;5652;H5;06;01;06/01;20/02/2021 00:00;11;51;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;11568,1;-11568,1;11568,1;0.00;11568.10;EUR
.1~5653;5653;H5;06;02;06/02;21/02/2021 00:00;11;52;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;985,2;-985,2;985,2;-985.20;0.00;EUR
.1~5654;5654;H5;06;02;06/02;21/02/2021 00:00;11;52;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;10921,5;10921,5;-10921,5;10921.50;0.00;EUR
.1~5659;5659;H5;06;02;06/02;21/02/2021 00:00;11;52;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;109105,52;109105,52;-109105,52;109105.52;0.00;EUR
.1~5664;5664;H5;06;02;06/02;21/02/2021 00:00;11;52;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;685,2;685,2;-685,2;0.00;-685.20;EUR
.1~5666;5666;H5;06;02;06/02;21/02/2021 00:00;11;52;792000;Finished goods;Balance Sheet;Assets;Current assets;;Debit;110105,52;110105,52;-110105,52;110105.52;0.00;EUR
.1~5671;5671;H5;06;03;06/03;22/02/2021 00:00;11;53;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;15924,4;15924,4;-15924,4;15924.40;0.00;EUR
.1~5679;5679;H5;06;04;06/04;23/02/2021 00:00;11;54;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;12766;12766;-12766;12766.00;0.00;EUR
.1~5680;5680;H5;06;04;06/04;23/02/2021 00:00;11;54;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;11230,87;11230,87;-11230,87;0.00;-11230.87;EUR
.1~5688;5688;H5;06;05;06/05;24/02/2021 00:00;11;55;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;10297,46;10297,46;-10297,46;0.00;-10297.46;EUR
.1~5691;5691;H5;06;05;06/05;24/02/2021 00:00;11;55;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~5697;5697;H5;06;06;06/06;25/02/2021 00:00;12;56;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;14415,3;14415,3;-14415,3;14415.30;0.00;EUR
.1~5698;5698;H5;06;06;06/06;25/02/2021 00:00;12;56;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;14415,3;-14415,3;14415,3;-14415.30;0.00;EUR
.1~5701;5701;H5;06;06;06/06;25/02/2021 00:00;12;56;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;6;6;-6;0.00;-6.00;EUR
.1~5702;5702;H5;06;06;06/06;25/02/2021 00:00;12;56;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;10497,42;-10497,42;10497,42;-10497.42;0.00;EUR
.1~5706;5706;H5;06;07;06/07;26/02/2021 00:00;12;57;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;15924,4;-15924,4;15924,4;-15924.40;0.00;EUR
.1~5707;5707;H5;06;07;06/07;26/02/2021 00:00;12;57;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;21047,3;21047,3;-21047,3;21047.30;0.00;EUR
.1~5716;5716;H5;06;08;06/08;27/02/2021 00:00;12;58;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;9890,8;9890,8;-9890,8;9890.80;0.00;EUR
.1~5717;5717;H5;06;08;06/08;27/02/2021 00:00;12;58;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;8353,47;8353,47;-8353,47;0.00;-8353.47;EUR
.1~5718;5718;H5;06;08;06/08;27/02/2021 00:00;12;58;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~5722;5722;H5;06;09;06/09;28/02/2021 00:00;12;59;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;9;-9;9;-9.00;0.00;EUR
.1~5726;5726;H5;06;09;06/09;28/02/2021 00:00;12;59;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;7450,05;7450,05;-7450,05;0.00;-7450.05;EUR
.1~5728;5728;H5;06;09;06/09;28/02/2021 00:00;12;59;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;7450,05;-7450,05;7450,05;-7450.05;0.00;EUR
.1~5729;5729;H5;06;09;06/09;28/02/2021 00:00;12;59;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;9335,9;-9335,9;9335,9;0.00;9335.90;EUR
.1~5733;5733;H5;06;10;06/10;01/03/2021 00:00;12;60;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;3709,2;3709,2;-3709,2;3709.20;0.00;EUR
.1~5735;5735;H5;06;10;06/10;01/03/2021 00:00;12;60;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;100;100;-100;0.00;-100.00;EUR
.1~5738;5738;H5;06;10;06/10;01/03/2021 00:00;12;60;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;3065,08;-3065,08;3065,08;-3065.08;0.00;EUR
.1~5739;5739;H5;06;10;06/10;01/03/2021 00:00;12;60;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;3709,2;-3709,2;3709,2;0.00;3709.20;EUR
.1~5743;5743;H5;07;01;07/01;02/03/2021 00:00;13;61;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;24413,3;24413,3;-24413,3;24413.30;0.00;EUR
.1~5744;5744;H5;07;01;07/01;02/03/2021 00:00;13;61;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;20364,53;20364,53;-20364,53;0.00;-20364.53;EUR
.1~5752;5752;H5;07;02;07/02;03/03/2021 00:00;13;62;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;7995,12;7995,12;-7995,12;0.00;-7995.12;EUR
.1~5754;5754;H5;07;02;07/02;03/03/2021 00:00;13;62;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;39;39;-39;0.00;-39.00;EUR
.1~5755;5755;H5;07;02;07/02;03/03/2021 00:00;13;62;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;7995,12;-7995,12;7995,12;-7995.12;0.00;EUR
.1~5756;5756;H5;07;02;07/02;03/03/2021 00:00;13;62;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;9783,7;-9783,7;9783,7;0.00;9783.70;EUR
.1~5757;5757;H5;07;03;07/03;04/03/2021 00:00;13;63;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;688,6;-688,6;688,6;-688.60;0.00;EUR
.1~5758;5758;H5;07;03;07/03;04/03/2021 00:00;13;63;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;9335,9;9335,9;-9335,9;9335.90;0.00;EUR
.1~5763;5763;H5;07;03;07/03;04/03/2021 00:00;13;63;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;137757,45;137757,45;-137757,45;137757.45;0.00;EUR
.1~5767;5767;H5;07;03;07/03;04/03/2021 00:00;13;63;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;688,6;688,6;-688,6;0.00;-688.60;EUR
.1~5768;5768;H5;07;03;07/03;04/03/2021 00:00;13;63;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;3270,19;-3270,19;3270,19;-3270.19;0.00;EUR
.1~5770;5770;H5;07;03;07/03;04/03/2021 00:00;13;63;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;4029,4;-4029,4;4029,4;0.00;4029.40;EUR
.1~5772;5772;H5;07;04;07/04;05/03/2021 00:00;13;64;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;3709,2;3709,2;-3709,2;3709.20;0.00;EUR
.1~5773;5773;H5;07;04;07/04;05/03/2021 00:00;13;64;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;3709,2;-3709,2;3709,2;-3709.20;0.00;EUR
.1~5783;5783;H5;07;05;07/05;06/03/2021 00:00;13;65;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;24813,9;24813,9;-24813,9;24813.90;0.00;EUR
.1~5788;5788;H5;07;05;07/05;06/03/2021 00:00;13;65;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;9;9;-9;0.00;-9.00;EUR
.1~5789;5789;H5;07;05;07/05;06/03/2021 00:00;13;65;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;21532,81;-21532,81;21532,81;-21532.81;0.00;EUR
.1~5790;5790;H5;07;05;07/05;06/03/2021 00:00;13;65;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;24813,9;-24813,9;24813,9;0.00;24813.90;EUR
.1~5791;5791;H5;07;06;07/06;07/03/2021 00:00;14;66;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;342;-342;342;-342.00;0.00;EUR
.1~5795;5795;H5;07;06;07/06;07/03/2021 00:00;14;66;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;15322,54;15322,54;-15322,54;0.00;-15322.54;EUR
.1~5797;5797;H5;07;06;07/06;07/03/2021 00:00;14;66;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;42;42;-42;0.00;-42.00;EUR
.1~5798;5798;H5;07;06;07/06;07/03/2021 00:00;14;66;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;15322,54;-15322,54;15322,54;-15322.54;0.00;EUR
.1~5799;5799;H5;07;06;07/06;07/03/2021 00:00;14;66;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;18632,2;-18632,2;18632,2;0.00;18632.20;EUR
.1~5801;5801;H5;07;07;07/07;08/03/2021 00:00;14;67;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;4029,4;4029,4;-4029,4;4029.40;0.00;EUR
.1~5802;5802;H5;07;07;07/07;08/03/2021 00:00;14;67;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;4029,4;-4029,4;4029,4;-4029.40;0.00;EUR
.1~5811;5811;H5;07;08;07/08;09/03/2021 00:00;14;68;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;15643;-15643;15643;-15643.00;0.00;EUR
.1~5812;5812;H5;07;08;07/08;09/03/2021 00:00;14;68;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;20640,9;20640,9;-20640,9;20640.90;0.00;EUR
.1~5814;5814;H5;07;08;07/08;09/03/2021 00:00;14;68;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;17726,75;17726,75;-17726,75;0.00;-17726.75;EUR
.1~5819;5819;H5;07;09;07/09;10/03/2021 00:00;14;69;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;24813,9;24813,9;-24813,9;24813.90;0.00;EUR
.1~5820;5820;H5;07;09;07/09;10/03/2021 00:00;14;69;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;24813,9;-24813,9;24813,9;-24813.90;0.00;EUR
.1~5823;5823;H5;07;09;07/09;10/03/2021 00:00;14;69;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;18;18;-18;0.00;-18.00;EUR
.1~5830;5830;H5;07;10;07/10;11/03/2021 00:00;14;70;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;18646,83;18646,83;-18646,83;0.00;-18646.83;EUR
.1~5832;5832;H5;07;10;07/10;11/03/2021 00:00;14;70;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~5833;5833;H5;07;10;07/10;11/03/2021 00:00;14;70;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;45;45;-45;0.00;-45.00;EUR
.1~5834;5834;H5;07;10;07/10;11/03/2021 00:00;14;70;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;18646,83;-18646,83;18646,83;-18646.83;0.00;EUR
.1~5835;5835;H5;07;10;07/10;11/03/2021 00:00;14;70;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;21750;-21750;21750;0.00;21750.00;EUR
.1~5836;5836;H5;08;01;08/01;12/03/2021 00:00;15;71;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;342;-342;342;-342.00;0.00;EUR
.1~5840;5840;H5;08;01;08/01;12/03/2021 00:00;15;71;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;10610,35;10610,35;-10610,35;0.00;-10610.35;EUR
.1~5842;5842;H5;08;01;08/01;12/03/2021 00:00;15;71;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;42;42;-42;0.00;-42.00;EUR
.1~5843;5843;H5;08;01;08/01;12/03/2021 00:00;15;71;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;10610,35;-10610,35;10610,35;-10610.35;0.00;EUR
.1~5844;5844;H5;08;01;08/01;12/03/2021 00:00;15;71;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;12319;-12319;12319;0.00;12319.00;EUR
.1~5845;5845;H5;08;02;08/02;13/03/2021 00:00;15;72;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;12;-12;12;-12.00;0.00;EUR
.1~5846;5846;H5;08;02;08/02;13/03/2021 00:00;15;72;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;20640,9;20640,9;-20640,9;20640.90;0.00;EUR
.1~5850;5850;H5;08;02;08/02;13/03/2021 00:00;15;72;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~5851;5851;H5;08;02;08/02;13/03/2021 00:00;15;72;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;8452,87;-8452,87;8452,87;-8452.87;0.00;EUR
