ID;ROW_NUMBER;COMPANY_CODE;SALES_ORGANIZATION;SIM_ROUND;SIM_PERIOD;MATERIAL_DESCRIPTION;DISTRIBUTION_CHANNEL;AREA;QUANTITY;UNIT;AVERAGE_PRICE;NET_VALUE;CURRENCY
.1~183;183;C9;Market;01;2;Cheese;16;South;25;ST;92,77;2319,25;EUR
.1~189;189;C9;Market;01;2;Cream;16;South;213;ST;82,15;17396,6;EUR
.1~195;195;C9;Market;01;2;Ice Cream;16;South;65;ST;55,55;3596,47;EUR
.1~201;201;C9;Market;01;2;Milk;16;South;380;ST;29,04;11017,85;EUR
.1~207;207;C9;Market;01;2;Yoghurt;16;South;598;ST;32,42;19241,18;EUR
.1~213;213;D9;Market;01;1;Butter;16;South;143;ST;72,89;10420,06;EUR
.1~219;219;D9;Market;01;1;Cheese;16;South;41;ST;98,68;4039,26;EUR
.1~225;225;D9;Market;01;1;Cream;16;South;39;ST;86,56;3377,04;EUR
.1~229;229;D9;Market;01;1;Ice Cream;16;South;238;ST;54,11;12894,52;EUR
.1~235;235;D9;Market;01;1;Milk;16;South;256;ST;28,22;7235,92;EUR
.1~241;241;D9;Market;01;1;Yoghurt;16;South;788;ST;32,75;25741,37;EUR
.1~247;247;D9;Market;01;2;Butter;16;South;294;ST;67,35;19761,1;EUR
.1~253;253;D9;Market;01;2;Cheese;16;South;25;ST;92,77;2319,25;EUR
.1~259;259;D9;Market;01;2;Cream;16;South;213;ST;82,15;17396,6;EUR
.1~265;265;D9;Market;01;2;Ice Cream;16;South;65;ST;55,55;3596,47;EUR
.1~271;271;D9;Market;01;2;Milk;16;South;380;ST;29,04;11017,85;EUR
.1~277;277;D9;Market;01;2;Yoghurt;16;South;598;ST;32,42;19241,18;EUR
.1~283;283;E9;Market;01;1;Butter;16;South;143;ST;72,89;10420,06;EUR
.1~289;289;E9;Market;01;1;Cheese;16;South;41;ST;98,68;4039,26;EUR
.1~295;295;E9;Market;01;1;Cream;16;South;39;ST;86,56;3377,04;EUR
.1~299;299;E9;Market;01;1;Ice Cream;16;South;238;ST;54,11;12894,52;EUR
.1~305;305;E9;Market;01;1;Milk;16;South;256;ST;28,22;7235,92;EUR
.1~311;311;E9;Market;01;1;Yoghurt;16;South;788;ST;32,75;25741,37;EUR
.1~317;317;E9;Market;01;2;Butter;16;South;294;ST;67,35;19761,1;EUR
.1~323;323;E9;Market;01;2;Cheese;16;South;25;ST;92,77;2319,25;EUR
.1~329;329;E9;Market;01;2;Cream;16;South;213;ST;82,15;17396,6;EUR
.1~335;335;E9;Market;01;2;Ice Cream;16;South;65;ST;55,55;3596,47;EUR
.1~341;341;E9;Market;01;2;Milk;16;South;380;ST;29,04;11017,85;EUR
.1~347;347;E9;Market;01;2;Yoghurt;16;South;598;ST;32,42;19241,18;EUR
