ID;ROW_NUMBER;PLANT;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;STORAGE_LOCATION;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;MATERIAL_CODE;MATERIAL_SIZE;MATERIAL_LABEL;UNIT;QUANTITY
.1~163;163;C9;01;08;01/08;08/01/2021 00:00;2;8;03S;CC-T05;Butter;Trading Goods;T05;;Butter;ST;11
.1~207;207;D9;01;06;01/06;06/01/2021 00:00;2;6;03N;DD-T05;Butter;Trading Goods;T05;;Butter;ST;7
.1~208;208;D9;01;06;01/06;06/01/2021 00:00;2;6;03S;DD-T05;Butter;Trading Goods;T05;;Butter;ST;3
.1~41;41;A9;01;05;01/05;05/01/2021 00:00;1;5;03N;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;17
.1~175;175;C9;01;10;01/10;10/01/2021 00:00;2;10;03W;CC-T04;Cheese;Trading Goods;T04;;Cheese;ST;105
.1~176;176;C9;01;10;01/10;10/01/2021 00:00;2;10;03N;CC-T04;Cheese;Trading Goods;T04;;Cheese;ST;105
.1~177;177;C9;01;10;01/10;10/01/2021 00:00;2;10;03S;CC-T04;Cheese;Trading Goods;T04;;Cheese;ST;105
.1~42;42;A9;01;05;01/05;05/01/2021 00:00;1;5;03S;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;17
.1~40;40;A9;01;05;01/05;05/01/2021 00:00;1;5;03W;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;16
.1~52;52;A9;01;08;01/08;08/01/2021 00:00;2;8;03W;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;50
.1~53;53;A9;01;08;01/08;08/01/2021 00:00;2;8;03N;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;50
.1~72;72;A9;01;10;01/10;10/01/2021 00:00;2;10;03W;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;50
.1~71;71;A9;01;10;01/10;10/01/2021 00:00;2;10;03N;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;50
.1~70;70;A9;01;10;01/10;10/01/2021 00:00;2;10;03S;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;50
.1~54;54;A9;01;08;01/08;08/01/2021 00:00;2;8;03S;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;50
.1~161;161;C9;01;08;01/08;08/01/2021 00:00;2;8;03W;CC-T04;Cheese;Trading Goods;T04;;Cheese;ST;11
.1~151;151;C9;01;03;01/03;03/01/2021 00:00;1;3;03W;CC-T04;Cheese;Trading Goods;T04;;Cheese;ST;11
.1~150;150;C9;01;03;01/03;03/01/2021 00:00;1;3;03N;CC-T04;Cheese;Trading Goods;T04;;Cheese;ST;12
.1~149;149;C9;01;03;01/03;03/01/2021 00:00;1;3;03S;CC-T04;Cheese;Trading Goods;T04;;Cheese;ST;12
.1~114;114;B9;01;09;01/09;09/01/2021 00:00;2;9;03S;BB-T04;Cheese;Trading Goods;T04;;Cheese;ST;23
.1~115;115;B9;01;09;01/09;09/01/2021 00:00;2;9;03N;BB-T04;Cheese;Trading Goods;T04;;Cheese;ST;34
.1~116;116;B9;01;09;01/09;09/01/2021 00:00;2;9;03W;BB-T04;Cheese;Trading Goods;T04;;Cheese;ST;76
.1~30;30;A9;01;03;01/03;03/01/2021 00:00;1;3;03S;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;50
.1~29;29;A9;01;03;01/03;03/01/2021 00:00;1;3;03N;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;50
.1~28;28;A9;01;03;01/03;03/01/2021 00:00;1;3;03W;AA-T04;Cheese;Trading Goods;T04;;Cheese;ST;50
.1~214;214;E9;01;04;01/04;04/01/2021 00:00;1;4;03S;EE-T02;Cream;Trading Goods;T02;;Cream;ST;21
.1~213;213;E9;01;04;01/04;04/01/2021 00:00;1;4;03N;EE-T02;Cream;Trading Goods;T02;;Cream;ST;14
.1~212;212;E9;01;04;01/04;04/01/2021 00:00;1;4;03W;EE-T02;Cream;Trading Goods;T02;;Cream;ST;9
.1~248;248;E9;01;06;01/06;06/01/2021 00:00;2;6;03S;EE-T02;Cream;Trading Goods;T02;;Cream;ST;21
.1~268;268;E9;01;07;01/07;07/01/2021 00:00;2;7;03W;EE-T02;Cream;Trading Goods;T02;;Cream;ST;18
.1~267;267;E9;01;07;01/07;07/01/2021 00:00;2;7;03N;EE-T02;Cream;Trading Goods;T02;;Cream;ST;28
.1~249;249;E9;01;06;01/06;06/01/2021 00:00;2;6;03N;EE-T02;Cream;Trading Goods;T02;;Cream;ST;14
.1~250;250;E9;01;06;01/06;06/01/2021 00:00;2;6;03W;EE-T02;Cream;Trading Goods;T02;;Cream;ST;9
.1~266;266;E9;01;07;01/07;07/01/2021 00:00;2;7;03S;EE-T02;Cream;Trading Goods;T02;;Cream;ST;42
.1~232;232;E9;01;05;01/05;05/01/2021 00:00;1;5;03W;EE-T02;Cream;Trading Goods;T02;;Cream;ST;9
.1~231;231;E9;01;05;01/05;05/01/2021 00:00;1;5;03N;EE-T02;Cream;Trading Goods;T02;;Cream;ST;14
.1~230;230;E9;01;05;01/05;05/01/2021 00:00;1;5;03S;EE-T02;Cream;Trading Goods;T02;;Cream;ST;21
.1~260;260;E9;01;06;01/06;06/01/2021 00:00;2;6;03W;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;12
.1~261;261;E9;01;06;01/06;06/01/2021 00:00;2;6;03N;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;28
.1~262;262;E9;01;06;01/06;06/01/2021 00:00;2;6;03S;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;22
.1~275;275;E9;01;07;01/07;07/01/2021 00:00;2;7;03S;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;40
.1~276;276;E9;01;07;01/07;07/01/2021 00:00;2;7;03N;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;52
.1~277;277;E9;01;07;01/07;07/01/2021 00:00;2;7;03W;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;22
.1~226;226;E9;01;04;01/04;04/01/2021 00:00;1;4;03W;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;12
.1~225;225;E9;01;04;01/04;04/01/2021 00:00;1;4;03N;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;28
.1~224;224;E9;01;04;01/04;04/01/2021 00:00;1;4;03S;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;22
.1~242;242;E9;01;05;01/05;05/01/2021 00:00;1;5;03S;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;22
.1~243;243;E9;01;05;01/05;05/01/2021 00:00;1;5;03N;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;28
.1~244;244;E9;01;05;01/05;05/01/2021 00:00;1;5;03W;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;ST;12
.1~265;265;E9;01;07;01/07;07/01/2021 00:00;2;7;03W;EE-T01;Milk;Trading Goods;T01;;Milk;ST;60
.1~264;264;E9;01;07;01/07;07/01/2021 00:00;2;7;03N;EE-T01;Milk;Trading Goods;T01;;Milk;ST;156
.1~263;263;E9;01;07;01/07;07/01/2021 00:00;2;7;03S;EE-T01;Milk;Trading Goods;T01;;Milk;ST;28
.1~247;247;E9;01;06;01/06;06/01/2021 00:00;2;6;03W;EE-T01;Milk;Trading Goods;T01;;Milk;ST;30
.1~246;246;E9;01;06;01/06;06/01/2021 00:00;2;6;03N;EE-T01;Milk;Trading Goods;T01;;Milk;ST;73
.1~245;245;E9;01;06;01/06;06/01/2021 00:00;2;6;03S;EE-T01;Milk;Trading Goods;T01;;Milk;ST;14
.1~229;229;E9;01;05;01/05;05/01/2021 00:00;1;5;03S;EE-T01;Milk;Trading Goods;T01;;Milk;ST;14
.1~228;228;E9;01;05;01/05;05/01/2021 00:00;1;5;03N;EE-T01;Milk;Trading Goods;T01;;Milk;ST;73
.1~227;227;E9;01;05;01/05;05/01/2021 00:00;1;5;03W;EE-T01;Milk;Trading Goods;T01;;Milk;ST;30
.1~211;211;E9;01;04;01/04;04/01/2021 00:00;1;4;03S;EE-T01;Milk;Trading Goods;T01;;Milk;ST;14
.1~210;210;E9;01;04;01/04;04/01/2021 00:00;1;4;03N;EE-T01;Milk;Trading Goods;T01;;Milk;ST;73
.1~209;209;E9;01;04;01/04;04/01/2021 00:00;1;4;03W;EE-T01;Milk;Trading Goods;T01;;Milk;ST;30
.1~253;253;E9;01;06;01/06;06/01/2021 00:00;2;6;03W;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;11
.1~269;269;E9;01;07;01/07;07/01/2021 00:00;2;7;03W;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;22
.1~270;270;E9;01;07;01/07;07/01/2021 00:00;2;7;03N;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;34
.1~271;271;E9;01;07;01/07;07/01/2021 00:00;2;7;03S;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;120
.1~278;278;E9;01;09;01/09;09/01/2021 00:00;2;9;03S;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;9
.1~233;233;E9;01;05;01/05;05/01/2021 00:00;1;5;03S;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;60
.1~217;217;E9;01;04;01/04;04/01/2021 00:00;1;4;03W;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;11
.1~216;216;E9;01;04;01/04;04/01/2021 00:00;1;4;03N;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;17
.1~215;215;E9;01;04;01/04;04/01/2021 00:00;1;4;03S;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;60
.1~234;234;E9;01;05;01/05;05/01/2021 00:00;1;5;03N;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;17
.1~235;235;E9;01;05;01/05;05/01/2021 00:00;1;5;03W;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;11
.1~251;251;E9;01;06;01/06;06/01/2021 00:00;2;6;03S;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;60
.1~252;252;E9;01;06;01/06;06/01/2021 00:00;2;6;03N;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;ST;17
.1~274;274;E9;01;07;01/07;07/01/2021 00:00;2;7;03W;EE-T05;Butter;Trading Goods;T05;;Butter;ST;10
.1~221;221;E9;01;04;01/04;04/01/2021 00:00;1;4;03S;EE-T05;Butter;Trading Goods;T05;;Butter;ST;54
.1~222;222;E9;01;04;01/04;04/01/2021 00:00;1;4;03N;EE-T05;Butter;Trading Goods;T05;;Butter;ST;30
.1~223;223;E9;01;04;01/04;04/01/2021 00:00;1;4;03W;EE-T05;Butter;Trading Goods;T05;;Butter;ST;8
.1~273;273;E9;01;07;01/07;07/01/2021 00:00;2;7;03N;EE-T05;Butter;Trading Goods;T05;;Butter;ST;41
.1~272;272;E9;01;07;01/07;07/01/2021 00:00;2;7;03S;EE-T05;Butter;Trading Goods;T05;;Butter;ST;73
.1~239;239;E9;01;05;01/05;05/01/2021 00:00;1;5;03S;EE-T05;Butter;Trading Goods;T05;;Butter;ST;54
.1~240;240;E9;01;05;01/05;05/01/2021 00:00;1;5;03N;EE-T05;Butter;Trading Goods;T05;;Butter;ST;30
.1~241;241;E9;01;05;01/05;05/01/2021 00:00;1;5;03W;EE-T05;Butter;Trading Goods;T05;;Butter;ST;8
.1~257;257;E9;01;06;01/06;06/01/2021 00:00;2;6;03S;EE-T05;Butter;Trading Goods;T05;;Butter;ST;54
.1~258;258;E9;01;06;01/06;06/01/2021 00:00;2;6;03N;EE-T05;Butter;Trading Goods;T05;;Butter;ST;30
.1~259;259;E9;01;06;01/06;06/01/2021 00:00;2;6;03W;EE-T05;Butter;Trading Goods;T05;;Butter;ST;8
.1~254;254;E9;01;06;01/06;06/01/2021 00:00;2;6;03S;EE-T04;Cheese;Trading Goods;T04;;Cheese;ST;7
.1~255;255;E9;01;06;01/06;06/01/2021 00:00;2;6;03N;EE-T04;Cheese;Trading Goods;T04;;Cheese;ST;12
.1~256;256;E9;01;06;01/06;06/01/2021 00:00;2;6;03W;EE-T04;Cheese;Trading Goods;T04;;Cheese;ST;49
.1~218;218;E9;01;04;01/04;04/01/2021 00:00;1;4;03S;EE-T04;Cheese;Trading Goods;T04;;Cheese;ST;16
.1~219;219;E9;01;04;01/04;04/01/2021 00:00;1;4;03N;EE-T04;Cheese;Trading Goods;T04;;Cheese;ST;23
.1~220;220;E9;01;04;01/04;04/01/2021 00:00;1;4;03W;EE-T04;Cheese;Trading Goods;T04;;Cheese;ST;102
.1~236;236;E9;01;05;01/05;05/01/2021 00:00;1;5;03W;EE-T04;Cheese;Trading Goods;T04;;Cheese;ST;102
.1~237;237;E9;01;05;01/05;05/01/2021 00:00;1;5;03N;EE-T04;Cheese;Trading Goods;T04;;Cheese;ST;23
.1~238;238;E9;01;05;01/05;05/01/2021 00:00;1;5;03S;EE-T04;Cheese;Trading Goods;T04;;Cheese;ST;16
